image_filename,relative_path,subject,year,section,question_no,question_type,correct_answer,marks,negative_marks
ME_2016_S2_ME_039.png,ME/ME/ME_2016_S2_ME_039.png,ME,2016,ME,39,NAT,(865),2,0
ME_2016_S2_ME_040.png,ME/ME/ME_2016_S2_ME_040.png,ME,2016,ME,40,NAT,(26.4),2,0
ME_2016_S2_ME_041.png,ME/ME/ME_2016_S2_ME_041.png,ME,2016,ME,41,MCQ,A,2,0.67
ME_2016_S2_ME_042.png,ME/ME/ME_2016_S2_ME_042.png,ME,2016,ME,42,NAT,(0.928),2,0
ME_2016_S2_ME_043.png,ME/ME/ME_2016_S2_ME_043.png,ME,2016,ME,43,NAT,(2.5),2,0
ME_2016_S2_ME_044.png,ME/ME/ME_2016_S2_ME_044.png,ME,2016,ME,44,NAT,(-55.45),2,0
ME_2016_S2_ME_045.png,ME/ME/ME_2016_S2_ME_045.png,ME,2016,ME,45,NAT,(64),2,0
ME_2016_S2_ME_046.png,ME/ME/ME_2016_S2_ME_046.png,ME,2016,ME,46,NAT,(8.9315),2,0
ME_2016_S2_ME_047.png,ME/ME/ME_2016_S2_ME_047.png,ME,2016,ME,47,NAT,(19.89),2,0
ME_2016_S2_ME_048.png,ME/ME/ME_2016_S2_ME_048.png,ME,2016,ME,48,MCQ,A,2,0.67
ME_2016_S2_ME_049.png,ME/ME/ME_2016_S2_ME_049.png,ME,2016,ME,49,NAT,(1.09),2,0
ME_2016_S2_ME_050.png,ME/ME/ME_2016_S2_ME_050.png,ME,2016,ME,50,NAT,(424.6),2,0
ME_2016_S2_ME_051.png,ME/ME/ME_2016_S2_ME_051.png,ME,2016,ME,51,NAT,(57.9),2,0
ME_2016_S2_ME_052.png,ME/ME/ME_2016_S2_ME_052.png,ME,2016,ME,52,NAT,(51.51),2,0
ME_2016_S2_ME_053.png,ME/ME/ME_2016_S2_ME_053.png,ME,2016,ME,53,MCQ,D,2,0.67
ME_2016_S2_ME_054.png,ME/ME/ME_2016_S2_ME_054.png,ME,2016,ME,54,NAT,(1500),2,0
ME_2016_S2_ME_055.png,ME/ME/ME_2016_S2_ME_055.png,ME,2016,ME,55,NAT,(14),2,0
ME_2016_S3_GA_001.png,ME/GA/ME_2016_S3_GA_001.png,ME,2016,GA,1,MCQ,C,1,0.33
ME_2016_S3_GA_002.png,ME/GA/ME_2016_S3_GA_002.png,ME,2016,GA,2,MCQ,B,1,0.33
ME_2016_S3_GA_003.png,ME/GA/ME_2016_S3_GA_003.png,ME,2016,GA,3,MCQ,C,1,0.33
ME_2016_S3_GA_004.png,ME/GA/ME_2016_S3_GA_004.png,ME,2016,GA,4,MCQ,C,1,0.33
ME_2016_S3_GA_005.png,ME/GA/ME_2016_S3_GA_005.png,ME,2016,GA,5,MCQ,B,1,0.33
ME_2016_S3_GA_006.png,ME/GA/ME_2016_S3_GA_006.png,ME,2016,GA,6,MCQ,D,2,0.67
ME_2016_S3_GA_007.png,ME/GA/ME_2016_S3_GA_007.png,ME,2016,GA,7,MCQ,A,2,0.67
ME_2016_S3_GA_008.png,ME/GA/ME_2016_S3_GA_008.png,ME,2016,GA,8,MCQ,D,2,0.67
ME_2016_S3_GA_009.png,ME/GA/ME_2016_S3_GA_009.png,ME,2016,GA,9,MCQ,C,2,0.67
ME_2016_S3_GA_010.png,ME/GA/ME_2016_S3_GA_010.png,ME,2016,GA,10,MCQ,B,2,0.67
ME_2016_S3_ME_001.png,ME/ME/ME_2016_S3_ME_001.png,ME,2016,ME,1,MCQ,C,1,0.33
ME_2016_S3_ME_002.png,ME/ME/ME_2016_S3_ME_002.png,ME,2016,ME,2,MCQ,C,1,0.33
ME_2016_S3_ME_003.png,ME/ME/ME_2016_S3_ME_003.png,ME,2016,ME,3,MCQ,B,1,0.33
ME_2016_S3_ME_004.png,ME/ME/ME_2016_S3_ME_004.png,ME,2016,ME,4,NAT,(99.74),1,0
ME_2016_S3_ME_005.png,ME/ME/ME_2016_S3_ME_005.png,ME,2016,ME,5,MCQ,C,1,0.33
ME_2016_S3_ME_006.png,ME/ME/ME_2016_S3_ME_006.png,ME,2016,ME,6,MCQ,A,1,0.33
ME_2016_S3_ME_007.png,ME/ME/ME_2016_S3_ME_007.png,ME,2016,ME,7,MCQ,C,1,0.33
ME_2016_S3_ME_008.png,ME/ME/ME_2016_S3_ME_008.png,ME,2016,ME,8,MCQ,B,1,0.33
ME_2016_S3_ME_009.png,ME/ME/ME_2016_S3_ME_009.png,ME,2016,ME,9,MCQ,D,1,0.33
ME_2016_S3_ME_010.png,ME/ME/ME_2016_S3_ME_010.png,ME,2016,ME,10,MCQ,B,1,0.33
ME_2016_S3_ME_011.png,ME/ME/ME_2016_S3_ME_011.png,ME,2016,ME,11,NAT,(100),1,0
ME_2016_S3_ME_012.png,ME/ME/ME_2016_S3_ME_012.png,ME,2016,ME,12,MCQ,C,1,0.33
ME_2016_S3_ME_013.png,ME/ME/ME_2016_S3_ME_013.png,ME,2016,ME,13,NAT,(1),1,0
ME_2016_S3_ME_014.png,ME/ME/ME_2016_S3_ME_014.png,ME,2016,ME,14,MCQ,B,1,0.33
ME_2016_S3_ME_015.png,ME/ME/ME_2016_S3_ME_015.png,ME,2016,ME,15,NAT,(67.5),1,0
ME_2016_S3_ME_016.png,ME/ME/ME_2016_S3_ME_016.png,ME,2016,ME,16,MCQ,B,1,0.33
ME_2016_S3_ME_017.png,ME/ME/ME_2016_S3_ME_017.png,ME,2016,ME,17,MCQ,C,1,0.33
ME_2016_S3_ME_018.png,ME/ME/ME_2016_S3_ME_018.png,ME,2016,ME,18,MCQ,B,1,0.33
ME_2016_S3_ME_019.png,ME/ME/ME_2016_S3_ME_019.png,ME,2016,ME,19,NAT,(52.80),1,0
ME_2016_S3_ME_020.png,ME/ME/ME_2016_S3_ME_020.png,ME,2016,ME,20,MCQ,C,1,0.33
ME_2016_S3_ME_021.png,ME/ME/ME_2016_S3_ME_021.png,ME,2016,ME,21,MCQ,C,1,0.33
ME_2016_S3_ME_022.png,ME/ME/ME_2016_S3_ME_022.png,ME,2016,ME,22,MCQ,B,1,0.33
ME_2016_S3_ME_023.png,ME/ME/ME_2016_S3_ME_023.png,ME,2016,ME,23,MCQ,B,1,0.33
ME_2016_S3_ME_024.png,ME/ME/ME_2016_S3_ME_024.png,ME,2016,ME,24,MCQ,C,1,0.33
ME_2016_S3_ME_025.png,ME/ME/ME_2016_S3_ME_025.png,ME,2016,ME,25,MCQ,D,1,0.33
ME_2016_S3_ME_026.png,ME/ME/ME_2016_S3_ME_026.png,ME,2016,ME,26,NAT,(2),2,0
ME_2016_S3_ME_027.png,ME/ME/ME_2016_S3_ME_027.png,ME,2016,ME,27,NAT,(16),2,0
ME_2016_S3_ME_028.png,ME/ME/ME_2016_S3_ME_028.png,ME,2016,ME,28,MCQ,C,2,0.67
ME_2016_S3_ME_029.png,ME/ME/ME_2016_S3_ME_029.png,ME,2016,ME,29,MCQ,A,2,0.67
ME_2016_S3_ME_030.png,ME/ME/ME_2016_S3_ME_030.png,ME,2016,ME,30,NAT,(133.33),2,0
ME_2016_S3_ME_031.png,ME/ME/ME_2016_S3_ME_031.png,ME,2016,ME,31,NAT,(20),2,0
ME_2016_S3_ME_032.png,ME/ME/ME_2016_S3_ME_032.png,ME,2016,ME,32,NAT,(3),2,0
ME_2016_S3_ME_033.png,ME/ME/ME_2016_S3_ME_033.png,ME,2016,ME,33,NAT,(0.2),2,0
ME_2016_S3_ME_034.png,ME/ME/ME_2016_S3_ME_034.png,ME,2016,ME,34,MCQ,D,2,0.67
ME_2016_S3_ME_035.png,ME/ME/ME_2016_S3_ME_035.png,ME,2016,ME,35,MCQ,B,2,0.67
ME_2016_S3_ME_036.png,ME/ME/ME_2016_S3_ME_036.png,ME,2016,ME,36,NAT,(2),2,0
ME_2016_S3_ME_037.png,ME/ME/ME_2016_S3_ME_037.png,ME,2016,ME,37,NAT,(0.5),2,0
ME_2016_S3_ME_038.png,ME/ME/ME_2016_S3_ME_038.png,ME,2016,ME,38,NAT,(40),2,0
ME_2016_S3_ME_039.png,ME/ME/ME_2016_S3_ME_039.png,ME,2016,ME,39,NAT,(2.667),2,0
ME_2016_S3_ME_040.png,ME/ME/ME_2016_S3_ME_040.png,ME,2016,ME,40,NAT,(8.76),2,0
ME_2016_S3_ME_041.png,ME/ME/ME_2016_S3_ME_041.png,ME,2016,ME,41,MCQ,B,2,0.67
ME_2016_S3_ME_042.png,ME/ME/ME_2016_S3_ME_042.png,ME,2016,ME,42,NAT,(11.049),2,0
ME_2016_S3_ME_043.png,ME/ME/ME_2016_S3_ME_043.png,ME,2016,ME,43,NAT,(43.49),2,0
ME_2016_S3_ME_044.png,ME/ME/ME_2016_S3_ME_044.png,ME,2016,ME,44,NAT,(85),2,0
ME_2016_S3_ME_045.png,ME/ME/ME_2016_S3_ME_045.png,ME,2016,ME,45,NAT,(17),2,0
ME_2016_S3_ME_046.png,ME/ME/ME_2016_S3_ME_046.png,ME,2016,ME,46,NAT,(464.16),2,0
ME_2016_S3_ME_047.png,ME/ME/ME_2016_S3_ME_047.png,ME,2016,ME,47,NAT,(1103.51),2,0
ME_2016_S3_ME_048.png,ME/ME/ME_2016_S3_ME_048.png,ME,2016,ME,48,NAT,(2.91),2,0
ME_2016_S3_ME_049.png,ME/ME/ME_2016_S3_ME_049.png,ME,2016,ME,49,MCQ,B,2,0.67
ME_2016_S3_ME_050.png,ME/ME/ME_2016_S3_ME_050.png,ME,2016,ME,50,NAT,(5.0265),2,0
ME_2016_S3_ME_051.png,ME/ME/ME_2016_S3_ME_051.png,ME,2016,ME,51,NAT,(16),2,0
ME_2016_S3_ME_052.png,ME/ME/ME_2016_S3_ME_052.png,ME,2016,ME,52,NAT,(675),2,0
ME_2016_S3_ME_053.png,ME/ME/ME_2016_S3_ME_053.png,ME,2016,ME,53,MCQ,A,2,0.67
ME_2016_S3_ME_054.png,ME/ME/ME_2016_S3_ME_054.png,ME,2016,ME,54,MCQ,D,2,0.67
ME_2016_S3_ME_055.png,ME/ME/ME_2016_S3_ME_055.png,ME,2016,ME,55,NAT,"(40,000)",2,0
ME_2017_ME_001.png,ME/ME/ME_2017_ME_001.png,ME,2017,ME,1,NAT,(60 to 61),1,0
ME_2017_ME_002.png,ME/ME/ME_2017_ME_002.png,ME,2017,ME,2,MCQ,B,1,0.33
ME_2017_ME_003.png,ME/ME/ME_2017_ME_003.png,ME,2017,ME,3,NAT,(10 to 10),1,0
ME_2017_ME_004.png,ME/ME/ME_2017_ME_004.png,ME,2017,ME,4,MCQ,B,1,0.33
ME_2017_ME_005.png,ME/ME/ME_2017_ME_005.png,ME,2017,ME,5,MCQ,A,1,0.33
ME_2017_ME_006.png,ME/ME/ME_2017_ME_006.png,ME,2017,ME,6,NAT,(800 to 800),1,0
ME_2017_ME_007.png,ME/ME/ME_2017_ME_007.png,ME,2017,ME,7,NAT,(2908 to 2911),1,0
ME_2017_ME_008.png,ME/ME/ME_2017_ME_008.png,ME,2017,ME,8,MCQ,C,1,0.33
ME_2017_ME_009.png,ME/ME/ME_2017_ME_009.png,ME,2017,ME,9,MCQ,B,1,0.33
ME_2017_ME_010.png,ME/ME/ME_2017_ME_010.png,ME,2017,ME,10,NAT,(1.66 to 1.70),1,0
ME_2017_ME_011.png,ME/ME/ME_2017_ME_011.png,ME,2017,ME,11,MCQ,C,1,0.33
ME_2017_ME_012.png,ME/ME/ME_2017_ME_012.png,ME,2017,ME,12,MCQ,A,1,0.33
ME_2017_ME_013.png,ME/ME/ME_2017_ME_013.png,ME,2017,ME,13,NAT,(100 to 100),1,0
ME_2017_ME_014.png,ME/ME/ME_2017_ME_014.png,ME,2017,ME,14,MCQ,B,1,0.33
ME_2017_ME_015.png,ME/ME/ME_2017_ME_015.png,ME,2017,ME,15,MCQ,B,1,0.33
ME_2017_ME_016.png,ME/ME/ME_2017_ME_016.png,ME,2017,ME,16,MCQ,B,1,0.33
ME_2017_ME_017.png,ME/ME/ME_2017_ME_017.png,ME,2017,ME,17,MCQ,A,1,0.33
ME_2017_ME_018.png,ME/ME/ME_2017_ME_018.png,ME,2017,ME,18,MCQ,D,1,0.33
ME_2017_ME_019.png,ME/ME/ME_2017_ME_019.png,ME,2017,ME,19,MCQ,D,1,0.33
ME_2017_ME_020.png,ME/ME/ME_2017_ME_020.png,ME,2017,ME,20,NAT,(3.5 to 3.5),1,0
ME_2017_ME_021.png,ME/ME/ME_2017_ME_021.png,ME,2017,ME,21,MCQ,B,1,0.33
ME_2017_ME_022.png,ME/ME/ME_2017_ME_022.png,ME,2017,ME,22,MCQ,A,1,0.33
ME_2017_ME_023.png,ME/ME/ME_2017_ME_023.png,ME,2017,ME,23,NAT,(63.5 to 64),1,0
ME_2017_ME_024.png,ME/ME/ME_2017_ME_024.png,ME,2017,ME,24,NAT,(245 to 246),1,0
ME_2017_ME_025.png,ME/ME/ME_2017_ME_025.png,ME,2017,ME,25,MCQ,C,1,0.33
ME_2017_ME_026.png,ME/ME/ME_2017_ME_026.png,ME,2017,ME,26,MCQ,C,2,0.67
ME_2017_ME_027.png,ME/ME/ME_2017_ME_027.png,ME,2017,ME,27,MCQ,A,2,0.67
ME_2017_ME_028.png,ME/ME/ME_2017_ME_028.png,ME,2017,ME,28,MCQ,B,2,0.67
ME_2017_ME_029.png,ME/ME/ME_2017_ME_029.png,ME,2017,ME,29,NAT,(1.50 to 1.52),2,0
ME_2017_ME_030.png,ME/ME/ME_2017_ME_030.png,ME,2017,ME,30,NAT,(286 to 288),2,0
ME_2017_ME_031.png,ME/ME/ME_2017_ME_031.png,ME,2017,ME,31,NAT,(0.26 to 0.27),2,0
ME_2017_ME_032.png,ME/ME/ME_2017_ME_032.png,ME,2017,ME,32,NAT,(3 to 3),2,0
